,Unnamed: 0.1,Unnamed: 0,id,source,sentence_1,sentence_2,label,binary-label
553,987,987,boostcamp-sts-v1-train-987,slack-sampled-s1-rtted,가장 웃긴 표정은?,즐거운 대화였습니다!!,0.4,0.0
554,989,989,boostcamp-sts-v1-train-989,petition-sampled-s1-rtted,나는 내 아이의 아버지가 될 수 없습니까?,저희 엄마 억울함을 어디서 하소연 할 수 있나요?,0.0,0.0
555,991,991,boostcamp-sts-v1-train-991,slack-sampled-s1-rtted,S자수타입 너무 멋져요!!,우와~ 너무 멋지네요!!,2.4,0.0
556,992,992,boostcamp-sts-v1-train-992,petition-sampled-s1-rtted,부실수사 주무부처 거제경찰서장 직위 해임,형사재판 배심원 제도와 검사장 직선제 도입 청원,0.0,0.0
557,995,995,boostcamp-sts-v1-train-995,slack-sampled-s1-rtted,어제 너무 재밌고 맛있고 즐거웠어요!!,장장 2시간이나 얘기했지만 내내 너무 즐거웠어요! ㅎㅎㅎ,2.2,0.0
558,997,997,boostcamp-sts-v1-train-997,petition-sampled-s1-rtted,사법부 부정행위로 피해를 입은 사건을 수사하라,고의사고로 2차 피해 막은 사람의 피해를 보상해 주세요,0.0,0.0
559,998,998,boostcamp-sts-v1-train-998,petition-sampled-s1-rtted,태극기 집회에 사용된 태극기 훼손에 대한 처벌,도로통행 방해 행위에 대한 처벌 규제법 제정 요망,0.0,0.0
560,1000,1000,boostcamp-sts-v1-train-1000,petition-sampled-s1-rtted,고인이 된 이재수에 대한 명복,양구 병사 죽음의 진실을 밝혀주세요,0.0,0.0
561,1001,1001,boostcamp-sts-v1-train-1001,petition-sampled-s1-rtted,평창올림픽 자원봉사자들의 실화인가요?,평창올림픽 이후 국가 채무가 발생하는거 아닌가요?,0.8,0.0
562,1002,1002,boostcamp-sts-v1-train-1002,slack-sampled-s1-rtted,앞서 공지한 대로 디너 파티의 그룹은 4명입니다.,너무 재밌는 스토리가 많아서 이야기의 조각들이 전시된 박물관에 있는 기분이었습니다.,0.0,0.0
563,1007,1007,boostcamp-sts-v1-train-1007,petition-sampled-s1-rtted,공무원 시험 취업상담사 가산점 제도,공무원 시험 가산점(전문자격증) 제도 정비,2.0,0.0
564,1009,1009,boostcamp-sts-v1-train-1009,nsmc-sampled-s1-rtted,"연출, 스토리, 그림의 삼위일체는 최고였다.","지브리 애니메이션이라고 말하기 부끄러울 수준의 연출, 스토리전개력이다.",0.8,0.0
565,1011,1011,boostcamp-sts-v1-train-1011,nsmc-sampled-s1-rtted,대학생버젼 안나오나요!!!,평점만 보고 봐버렸잖아!!!!,0.0,0.0
566,1013,1013,boostcamp-sts-v1-train-1013,slack-sampled-s1-rtted,회사 경험(?)이 어느 정도 쌓이면 더 많은 이야기를 나눌 수 있기를 기대합니다.,그리고 행복한 개인들이 모여 더 행복한 우리 회사 기대해봅니다.,1.0,0.0
567,1016,1016,boostcamp-sts-v1-train-1016,slack-sampled-s1-rtted,백매칭이 잡히지 않는다고 한다,"앗, 몇십분전에 초대 되셨다고 하십니다!",0.0,0.0
568,1017,1017,boostcamp-sts-v1-train-1017,slack-sampled-s1-rtted,마지막에 5단계 과정이 너무 와닿아서 아쉽네요...,날씨가 너무 따뜻해서 깜짝 놀랐네요,0.0,0.0
569,1020,1020,boostcamp-sts-v1-train-1020,slack-sampled-s1-rtted,어머나?! 알파벳은 강하다. ~!,오.. 메달은 항상 옳습니다. !,0.0,0.0
570,1023,1023,boostcamp-sts-v1-train-1023,slack-sampled-s1-rtted,빵과 버터..?,땅콩샌드 + 버터링 + 생크림 조합,0.4,0.0
571,1025,1025,boostcamp-sts-v1-train-1025,slack-sampled-s1-rtted,사진찍을때 흔들려서 나만 찡,정작 논의때는 사진 많이 못찍고 산책 사진만 많네요 ㅋ,0.8,0.0
572,1027,1027,boostcamp-sts-v1-train-1027,nsmc-sampled-s1-rtted,음.. 별로 재미는 없다,그다지 무섭지도 않았고... 재미는 있었음,0.8,0.0
573,1028,1028,boostcamp-sts-v1-train-1028,slack-sampled-s1-rtted,필수 채널이 아닌 임의 채널인 이유는 무엇입니까?,우리는 지금 random 이 공지용 채널이네요;;,1.4,0.0
574,1033,1033,boostcamp-sts-v1-train-1033,petition-sampled-s1-rtted,얼마나 기다려야 하나요,어디까지 을이여야합니까,0.0,0.0
575,1034,1034,boostcamp-sts-v1-train-1034,slack-sampled-s1-rtted,좋은 튜토리얼을 찾으면 공유해주세요!!,저널 되시면 공유도 해주세요!!!,1.8,0.0
576,1036,1036,boostcamp-sts-v1-train-1036,nsmc-sampled-s1-rtted,나는 거의 화면에 재빨리 던졌다,명랑이 보다가 암걸릴뻔했다,0.6,0.0
577,1037,1037,boostcamp-sts-v1-train-1037,slack-sampled-s1-rtted,이 변경되었습니다 ...,한국은 고수의 영역이에요..,0.0,0.0
578,1039,1039,boostcamp-sts-v1-train-1039,nsmc-sampled-s1-rtted,기타노 다케시의 예능본능 폭발!,기타노다케시 감독의 최고영화!,1.8,0.0
579,1040,1040,boostcamp-sts-v1-train-1040,nsmc-sampled-s1-rtted,아 그냥 생으로 먹고싶다...,아 놔 이것도 영화라고... 씨,1.2,0.0
580,1041,1041,boostcamp-sts-v1-train-1041,slack-sampled-s1-rtted,와우~ 취미가 대박!!,와~ 그냥 연예인입니다.,0.0,0.0
581,1042,1042,boostcamp-sts-v1-train-1042,slack-sampled-s1-rtted,회사에 들어왔을 때 면접에서 처음 뵙게 되었는데 아쉽게도 처음 면접을 생각하고 있을 때 매칭이 되어서 고민했던 부분을 많이 물어볼 수 있었습니다. 또는 궁금합니다.,"작년 입사일에 온보딩으로 뵙고는 처음으로 인사를 드렸는데, 그때의 기억이 새록새록 났습니다 ㅎㅎ",1.4,0.0
582,1043,1043,boostcamp-sts-v1-train-1043,slack-sampled-s1-rtted,제가 책임지고 밀어드리겠습니다 ㅎㅎ,ㅋㅋ넵!! 열심히 공부해보겠습니다ㅎㅎ,0.0,0.0
583,1047,1047,boostcamp-sts-v1-train-1047,slack-sampled-s1-rtted,5월 어느날 go-go)),내일 저녁 한 번 고고??,0.4,0.0
584,1049,1049,boostcamp-sts-v1-train-1049,slack-sampled-s1-rtted,나물 찾기가 힘들어 쪽파로 대체했는데 맛있었어요.,앗ㅋㅋ 갈비탕 지인짜 맛있었어용 뭔가 ㅋㅋ,0.8,0.0
585,1050,1050,boostcamp-sts-v1-train-1050,nsmc-sampled-s1-rtted,지루하고 뻔한 이야기...,지루하고 애매한 결말에 앞뒤가 안맞는 스토리....,2.2,0.0
586,1051,1051,boostcamp-sts-v1-train-1051,petition-sampled-s1-rtted,유기동물을 위해 뭔가를 해주세요,반려동물에 의한 소음 처벌법안을 마련해주세요,0.2,0.0
587,1053,1053,boostcamp-sts-v1-train-1053,slack-sampled-s1-rtted,내가 심각한 실수를 저질렀어... 민망시,오 오징어가 아니라 한치였네요 ㅋㅋ,0.0,0.0
588,1055,1055,boostcamp-sts-v1-train-1055,nsmc-sampled-s1-rtted,속편이 나왔으면 좋겠습니다.,속편이 더 훌륭함 ..ㅎㅎㅎ,1.0,0.0
589,1056,1056,boostcamp-sts-v1-train-1056,petition-sampled-s1-rtted,다주택자 대출을 빠르게 회수,어린이집 보육시간을 엄격히 관리해주세요,0.0,0.0
590,1057,1057,boostcamp-sts-v1-train-1057,nsmc-sampled-s1-rtted,헉 최고였어...,그리고 좀 슬프기도 하네요....,0.0,0.0
591,1058,1058,boostcamp-sts-v1-train-1058,nsmc-sampled-s1-rtted,어떤 각도로 봐도 재미있나요?,영화관에서 보지못한게 한이다...,0.0,0.0
592,1062,1062,boostcamp-sts-v1-train-1062,slack-sampled-s1-rtted,회사에도 시계가 있다!!,G팀 선물도 도착!,0.0,0.0
593,1073,1073,boostcamp-sts-v1-train-1073,petition-sampled-s1-rtted,대리모 합법화합시다.,이럴거면 성매매 합법화 합시다.,0.6,0.0
594,1075,1075,boostcamp-sts-v1-train-1075,nsmc-sampled-s1-rtted,글쎄요... 저는 정말 재미있었지만 너무 산만했습니다.,재미없다는 영화도 꽤 재밌게 봤는데 이건 정말..난 영아니다--,0.8,0.0
595,1077,1077,boostcamp-sts-v1-train-1077,slack-sampled-s1-rtted,Linear와 Github에 대한 이해도가 높지는 않지만... 프로젝트 관리를 위한 솔루션을 찾는 과정에서 진행 상황에 대해 이야기할 수 있다면 저도 환영합니다!,"10월말 프로젝트 발표를 앞두고 많이 바빠지실 것 같은데, 전문 지식은 부족하지만 저도 열심히 응원하겠습니다.",0.2,0.0
596,1079,1079,boostcamp-sts-v1-train-1079,petition-sampled-s1-rtted,강남아파트 표정관리중,임대아파트에 거주중입니다,0.2,0.0
597,1080,1080,boostcamp-sts-v1-train-1080,nsmc-sampled-s1-rtted,모든 영화에서 진지한 연설을 중단하십시오.,그만 좀 울고 동생연기 좀 제대로 시키세요,0.0,0.0
598,1081,1081,boostcamp-sts-v1-train-1081,petition-sampled-s1-rtted,정치 거래 사법 판결!,형사판결 형량 !!!,0.0,0.0
599,1083,1083,boostcamp-sts-v1-train-1083,petition-sampled-s1-rtted,장애수당 좀 올려주세요,성폭행 형량을 늘려주세요,0.0,0.0
600,1086,1086,boostcamp-sts-v1-train-1086,petition-sampled-s1-rtted,저공해차 스티커 지역차별 개선해주세요,유치원 통학차량 어린이 방치문제 갇힘 예방스티커가 최선입니까?,0.2,0.0
601,1089,1089,boostcamp-sts-v1-train-1089,slack-sampled-s1-rtted,조금 더 볶으면 단맛이 더 나옵니다.,오래 뛰면 무릎이 아프네요ㅠ,0.0,0.0
602,1093,1093,boostcamp-sts-v1-train-1093,nsmc-sampled-s1-rtted,라이언 레이놀즈는 내 이상형이다.,맥 라이언의 거북함때문에 중간에 포기,0.2,0.0
603,1094,1094,boostcamp-sts-v1-train-1094,slack-sampled-s1-rtted,이미 예약을 해놨는데...,마자요 ㅠㅠ 저거 듣고싶었는데..,0.0,0.0
604,1095,1095,boostcamp-sts-v1-train-1095,nsmc-sampled-s1-rtted,연기는 오글거리고 재미없다. 높은 시청률은 그루피들의 음모,빠순이들의 평점조작.,2.4,0.0
605,1096,1096,boostcamp-sts-v1-train-1096,nsmc-sampled-s1-rtted,어머니의 품은 매우 따뜻했습니다.,상현이의 정해진 결말이 너무 가슴아팠어요..,0.0,0.0
606,1097,1097,boostcamp-sts-v1-train-1097,nsmc-sampled-s1-rtted,더러워서 웃을 수가 없다?,한번도 못웃어봄..,1.4,0.0
607,1098,1098,boostcamp-sts-v1-train-1098,nsmc-sampled-s1-rtted,킹콩이라면 공진호는 얼마나 클까?,. 콩진호가 나가신다!,1.0,0.0
608,1101,1101,boostcamp-sts-v1-train-1101,slack-sampled-s1-rtted,그곳에서 실제로 스쿠버를 처음 해본 사람을 보게 되어 매우 기뻤습니다.,저는 새내기 때 스킨 스쿠버 동아리에서 활동하다 입영한 이후로 스킨 스쿠버를 한 번도 못해봤는데요.,1.2,0.0
609,1102,1102,boostcamp-sts-v1-train-1102,nsmc-sampled-s1-rtted,다음화 나올때까지 기다려주세요!!,제발....빨리빨리 끝나길...,0.2,0.0
610,1103,1103,boostcamp-sts-v1-train-1103,petition-sampled-s1-rtted,사법부의 예산 독립에 대한 항소,여성기업 지원법의 폐지를 청원합니다!,0.2,0.0
611,1104,1104,boostcamp-sts-v1-train-1104,nsmc-sampled-s1-rtted,좀 아니다... 아...,쩝..완전..허접...,1.4,0.0
612,1105,1105,boostcamp-sts-v1-train-1105,slack-sampled-s1-rtted,주석공구 끝나고 연희동에서 파티!!!,어노테이션 툴 화이팅! ㅋㅋ,1.0,0.0
613,1106,1106,boostcamp-sts-v1-train-1106,nsmc-sampled-s1-rtted,안보여서 그런가요??,일부로 그런건가요??,0.0,0.0
614,1107,1107,boostcamp-sts-v1-train-1107,petition-sampled-s1-rtted,"문재인 대통령님, 빛을 보지 못하는 어둠 속에서 진정한 유공자들을 구해 주십시오.",대통령님 전쟁이 일어나지 않게 말씀좀 해 주십시오,0.2,0.0
615,1108,1108,boostcamp-sts-v1-train-1108,slack-sampled-s1-rtted,"추신. 효율적인 재택근무를 위해 모션데스크와 4K, 5K 모니터 구매를 권장합니다.",그리고 집에 모션데스크와 모니터를 두고 카페에 나가서 일한다는 슬픈 이야기도 들었어요 ㅠㅠ,0.8,0.0
616,1109,1109,boostcamp-sts-v1-train-1109,slack-sampled-s1-rtted,사진을 또 못올렸어요 하하,사진을 안찍었네요?!,1.0,0.0
617,1110,1110,boostcamp-sts-v1-train-1110,petition-sampled-s1-rtted,관악구청 공정하지 못한 행정 바로잡아주세요,원하지 않는 사립중고등학교에 배정되지 않도록 해주세요,0.0,0.0
618,1111,1111,boostcamp-sts-v1-train-1111,nsmc-sampled-s1-rtted,거대한 산에는 여러 얼굴이 있다 - 김혜리 기자,다시봐도잼있다 스텁업은 이진리,0.0,0.0
619,1113,1113,boostcamp-sts-v1-train-1113,petition-sampled-s1-rtted,고용의 정의를 변경하십시오.,근로계약서를 작성하게 해주세요.,0.0,0.0
620,1114,1114,boostcamp-sts-v1-train-1114,petition-sampled-s1-rtted,가족관계증명서 발급,가족관계증명서에 친부모에 대한 청원입니다,1.4,0.0
621,1115,1115,boostcamp-sts-v1-train-1115,slack-sampled-s1-rtted,이번 주말에는 카툰킹덤과 함께 해보려고 합니다!,근데 정말 진짜에요 !!!! 결국 오늘 점심은 배달의민족과 함께했답니다ㅎㅎ,0.0,0.0
622,1116,1116,boostcamp-sts-v1-train-1116,slack-sampled-s1-rtted,작업실 소개..? 하하하,다음에는 김포에서...?ㅋㅋㅋ,0.0,0.0
623,1118,1118,boostcamp-sts-v1-train-1118,slack-sampled-s1-rtted,나도 모르게... 하와이를 간접적으로 경험하고 싶은 사람인 듯 너무 많은 질문을 하게 되었습니다.,넘나 좋았던 제주도 비양도 캠핑... 크억.. 사진보니 너무 땡기네요ㅎㅎ,0.0,0.0
624,1120,1120,boostcamp-sts-v1-train-1120,nsmc-sampled-s1-rtted,앤드류 나는 이 영화를 정말 좋아하지만 너무 싫어.,정말 많은 생각을 하게 만드는 영화예요.,0.4,0.0
625,1122,1122,boostcamp-sts-v1-train-1122,nsmc-sampled-s1-rtted,디카프리오의 파격적인 퍼포먼스도 굿~,다시 보아도 디카프리오의 연기는 대단했다,2.2,0.0
626,1126,1126,boostcamp-sts-v1-train-1126,petition-sampled-s1-rtted,다주택자에게 희망을 주다,다자녀가족에게 학교선택권을 주세요,0.0,0.0
627,1128,1128,boostcamp-sts-v1-train-1128,petition-sampled-s1-rtted,남성 개인정보를 게시한 남성 범죄를 신고합니다.,인터넷상 폭언 및 인신공격 처벌 강화를 청원 합니다.,0.0,0.0
628,1129,1129,boostcamp-sts-v1-train-1129,petition-sampled-s1-rtted,"특검, 국민에 사과",국민생명은 국가가 지켜야 합니다,0.2,0.0
629,1131,1131,boostcamp-sts-v1-train-1131,nsmc-sampled-s1-rtted,서로 사랑하고 관계를 유지하려고 노력하십시오.,"그를 사랑하는가, 그의 조건을 사랑하는가",0.4,0.0
630,1133,1133,boostcamp-sts-v1-train-1133,nsmc-sampled-s1-rtted,처음 조금 지친 것처럼,지금 번 째 보는 중~,0.4,0.0
631,1134,1134,boostcamp-sts-v1-train-1134,slack-sampled-s1-rtted,아마도 <PERSON>이(가) 높은 확률로 소유자일 것이라고 추측합니다...,16번째로 <PERSON> 님과 얘기 나누었습니다!,0.6,0.0
632,1135,1135,boostcamp-sts-v1-train-1135,nsmc-sampled-s1-rtted,가장 공감합니다.,그래도 맘에 든다.,0.8,0.0
633,1136,1136,boostcamp-sts-v1-train-1136,slack-sampled-s1-rtted,ㅎㅎ 제가 연출/촬영했습니다!,저도 미팅중인데 마치고 바로 가겠습니다!!,0.0,0.0
634,1137,1137,boostcamp-sts-v1-train-1137,nsmc-sampled-s1-rtted,중간에 잠이 들어서 내용을 놓쳤습니다.,보는 내내 잠들고 중간에 나옴,2.0,0.0
635,1138,1138,boostcamp-sts-v1-train-1138,nsmc-sampled-s1-rtted,키아누...최고,오다리기조...멋있네...,0.4,0.0
636,1142,1142,boostcamp-sts-v1-train-1142,petition-sampled-s1-rtted,기부금액에 비례한 의결권 차등지급 입법청원,납세액 비례하여 투표권 차등 지급하는 입법청원,2.4,0.0
637,1143,1143,boostcamp-sts-v1-train-1143,petition-sampled-s1-rtted,경제팀에 경제학자가 없다는 것이 말이 됩니까?,의료보험금이 70% 인상이된다는게 말이됩니까?,0.0,0.0
638,1146,1146,boostcamp-sts-v1-train-1146,nsmc-sampled-s1-rtted,스토리가 좀 당황스럽네요.,스토리가 너무 유치하다..,2.0,0.0
639,1149,1149,boostcamp-sts-v1-train-1149,nsmc-sampled-s1-rtted,처음에 좀 당황했는데 괜찮아요...,처음만 흥미진진함.....,1.2,0.0
640,1151,1151,boostcamp-sts-v1-train-1151,nsmc-sampled-s1-rtted,이런 영화 보기 힘든데 인기가 많지는 않지만 추천합니다!,앞으로도 이런 영화보기 힘들거 같다.,2.2,0.0
641,1153,1153,boostcamp-sts-v1-train-1153,slack-sampled-s1-rtted,너무너무 예뻐요!,사진 너무너무 멋지네요 ㅎㅎ,1.2,0.0
642,1154,1154,boostcamp-sts-v1-train-1154,nsmc-sampled-s1-rtted,난 꿈을 꾸니까 미친 게 아니야,나는 지루함을 느꼈다 보다 말았다,0.0,0.0
643,1156,1156,boostcamp-sts-v1-train-1156,nsmc-sampled-s1-rtted,정말 좋은 시트콤.,잘 만든 영화는 아니지만 짜증나지도 않아.,0.0,0.0
644,1157,1157,boostcamp-sts-v1-train-1157,petition-sampled-s1-rtted,연합뉴스 폐지 청원,청와대 청원 폐지를 청원합니다,0.4,0.0
645,1158,1158,boostcamp-sts-v1-train-1158,petition-sampled-s1-rtted,"김보름, 대표팀 탈퇴","김보름선수, 아니 김보름씨",1.0,0.0
646,1163,1163,boostcamp-sts-v1-train-1163,petition-sampled-s1-rtted,개인회생 납부기간 단축 법원별,개인회생변제단축법!서울사람만 국민이고 사람입니까?,1.4,0.0
647,1164,1164,boostcamp-sts-v1-train-1164,nsmc-sampled-s1-rtted,친구가 재미있다고 해서 봤습니다.,방금 봤는데...재미있군요.,2.0,0.0
648,1166,1166,boostcamp-sts-v1-train-1166,nsmc-sampled-s1-rtted,저는 평소에 역사에 관심이 많고 보물찾기나 이런 미지의 모험을 좋아합니다.,"스토리, 영상미, 비지엠의박자를 고루 갖춘 명작임 ㅋ",0.0,0.0
649,1167,1167,boostcamp-sts-v1-train-1167,slack-sampled-s1-rtted,안에 스태프가 있어서 돌리고 있는거겠죠.,이야기하다보니 스테퍼에 영업당해서 지금 찾아보는 중입니다..,0.0,0.0
650,1168,1168,boostcamp-sts-v1-train-1168,nsmc-sampled-s1-rtted,아... 또 보고싶은 미드...,아..... 개무서워..........,0.0,0.0
651,1169,1169,boostcamp-sts-v1-train-1169,nsmc-sampled-s1-rtted,이건 정말... 인생 영화인 것 같아요.,아....정말 화가 나는 영화다.,0.0,0.0
652,1171,1171,boostcamp-sts-v1-train-1171,petition-sampled-s1-rtted,대통령 연휴인데...,대통령님 제발..부탁드립니다..,0.8,0.0
653,1173,1173,boostcamp-sts-v1-train-1173,petition-sampled-s1-rtted,축하 메시지의 의미 합법화,댓글의 반말 불법화 요청,0.0,0.0
654,1175,1175,boostcamp-sts-v1-train-1175,petition-sampled-s1-rtted,지역인재 할당제를 확대하자.,국회의원 여성할당제 금지법안을 만들어 주세요.,0.0,0.0
655,1177,1177,boostcamp-sts-v1-train-1177,nsmc-sampled-s1-rtted,스토리가... 좀 촌스럽네요...,...별로~일것같네요....,0.6,0.0
656,1181,1181,boostcamp-sts-v1-train-1181,petition-sampled-s1-rtted,비효율적인 2월 개학을 폐지하자,수능이후에 고3의 비효율적인 수업일수를 줄여주세요.,1.6,0.0
657,1182,1182,boostcamp-sts-v1-train-1182,nsmc-sampled-s1-rtted,사무엘의 놀라운 활약,배우의 연기력이 돋보인다.,2.4,0.0
658,1183,1183,boostcamp-sts-v1-train-1183,nsmc-sampled-s1-rtted,이거 너무 답답해!!,너무 재밌어요~~!!!!!!대박!!,0.0,0.0
659,1185,1185,boostcamp-sts-v1-train-1185,slack-sampled-s1-rtted,참여를 원하시는 분은 댓글을 달아주세요.,제일 오른쪽 친구입니당 ㅎ,0.0,0.0
660,1186,1186,boostcamp-sts-v1-train-1186,slack-sampled-s1-rtted,ㅋㅋㅋ 참새들....,ㅋㅋ 꺄 이렇게 훅 들어오시다니....,0.0,0.0
661,1188,1188,boostcamp-sts-v1-train-1188,petition-sampled-s1-rtted,릴렉스 기능 테스트 부탁드립니다,국어 맞춤법 규정 완화,0.4,0.0
662,1190,1190,boostcamp-sts-v1-train-1190,petition-sampled-s1-rtted,좌회전 신호 또는 우회전 신호,네거리 횡단보도 동시신호에서 차량의 비보호 우회전 실태 개선,1.2,0.0
663,1192,1192,boostcamp-sts-v1-train-1192,nsmc-sampled-s1-rtted,니콜라스 케이지 눈이 너무 슬프고 마음이 아프네요..,니콜라스 케이지 역시... 재밌게 잘 봤습니다,2.0,0.0
664,1194,1194,boostcamp-sts-v1-train-1194,nsmc-sampled-s1-rtted,김재원오빠가 있어서 더 볼 수 있어요^^,민호오빠짱이에요~^^,0.0,0.0
665,1196,1196,boostcamp-sts-v1-train-1196,nsmc-sampled-s1-rtted,그래서 평가가 안좋음,저런 평점 절대 안 나올 영화,1.2,0.0
666,1198,1198,boostcamp-sts-v1-train-1198,slack-sampled-s1-rtted,"개인/팀 참가가 가능하며, 1등 상금은 250만원이다.",그래서 OKR을 팀 단위까지 내리는 것이 필요한 것 같아요.,0.0,0.0
667,1200,1200,boostcamp-sts-v1-train-1200,petition-sampled-s1-rtted,현대기아차 화재 조사 부탁드립니다.,대한민국 로또 전수조사바랍니다.,0.0,0.0
668,1201,1201,boostcamp-sts-v1-train-1201,slack-sampled-s1-rtted,승려불은 분위기도 좋고 맛도 좋습니다.,레스토랑 뷰도 좋고 제한적으로 손님을 받아서 좋아요!! :),0.0,0.0
669,1204,1204,boostcamp-sts-v1-train-1204,slack-sampled-s1-rtted,나의 척추와 경추는 곧 곧게 펴질 것입니다...기대...!,척추와 경추가 이제 핑계를 찾지 못하고 곧게 펴졌습니다.,2.2,0.0
670,1205,1205,boostcamp-sts-v1-train-1205,nsmc-sampled-s1-rtted,"경쟁의 의미를 잘 보여주고 있고, 실화라서 더 감동적이다. 좋은 영화",범수가 풋풋하니 기분 좋은 영화다,0.2,0.0
671,1206,1206,boostcamp-sts-v1-train-1206,petition-sampled-s1-rtted,대학원생 처우 개선,소방관님들 처우 개선,0.8,0.0
672,1207,1207,boostcamp-sts-v1-train-1207,petition-sampled-s1-rtted,사실시 명예훼손 폐지,"사기꾼들에게 유리한 사실적시명예훼손, 모욕죄",1.6,0.0
673,1210,1210,boostcamp-sts-v1-train-1210,slack-sampled-s1-rtted,<PERSON>과 맛있는 점심식사를 마치고 차밭에서 티타임을 가지러 왔습니다.,<PERSON> 님과 도넛 하다가 제 영어 이름 다시 얘기가 나왔는데 추천 받습니다.,0.4,0.0
674,1211,1211,boostcamp-sts-v1-train-1211,nsmc-sampled-s1-rtted,자고 일어나서 눈감고 대본쓰고 또 잤나봐ㅋㅋ,방금 티브이에서 하는거 초보고 껐다 ㅋㅋㅋ,0.6,0.0
675,1214,1214,boostcamp-sts-v1-train-1214,slack-sampled-s1-rtted,시간되실 때 별들의 생각을 스레드로 공유해주시면 너무 좋을 것 같아요!!,그치만 생각보다 넘 괜찮으니 다음에 제주 오시는 분들 들러보셔도 좋을 것 같아요~!!,0.0,0.0
676,1215,1215,boostcamp-sts-v1-train-1215,slack-sampled-s1-rtted,"아, 저번에 1일 무료 평가판을 받을 수 있다고 말씀하셨던 것 같아요!",크아~~ 모두 넘 즐거우셨던 것 같네요!!,0.0,0.0
677,1216,1216,boostcamp-sts-v1-train-1216,nsmc-sampled-s1-rtted,그래도 속일 수는 없습니다.,"전편보다 약하지만, 그래도 눈은 호강.",0.0,0.0
678,1217,1217,boostcamp-sts-v1-train-1217,nsmc-sampled-s1-rtted,"많은 분들이 보고, 궁금해하고, 이야기했으면 좋겠습니다.",좀 더 많은 사람들이 보았으면 하네요.,2.4,0.0
679,1218,1218,boostcamp-sts-v1-train-1218,nsmc-sampled-s1-rtted,포스터 보고 왔습니다.,이것말고 다른 포스터 있습니다.,1.0,0.0
680,1219,1219,boostcamp-sts-v1-train-1219,slack-sampled-s1-rtted,그 이후로 관심 있게 지켜보던 우리 회사와 일할 기회가 생겨 입사하게 되었습니다.,우리 회사와 함께한지 3주차 새내기 스타입니다.,0.8,0.0
681,1224,1224,boostcamp-sts-v1-train-1224,slack-sampled-s1-rtted,와~ 사진만 봐도 너무 좋네요.,중간만 해도 45점이네요. ㅠㅠ,0.0,0.0
682,1227,1227,boostcamp-sts-v1-train-1227,nsmc-sampled-s1-rtted,현실을 그대로 보여주는 음악영화!!,시대를 앞서간 영화!!,0.2,0.0
683,1228,1228,boostcamp-sts-v1-train-1228,slack-sampled-s1-rtted,"최근 푹 빠져있는 아이키의 세바시 강의를 우연히 보게 되었는데,",요즘 점심 저녁을 먹을 때마다 넷플릭스 다큐멘터리를 보는데요.,0.0,0.0
684,1229,1229,boostcamp-sts-v1-train-1229,slack-sampled-s1-rtted,이 더위 속에서 어떻게 달렸나!,어…어떻게 아셨죠?,0.0,0.0
685,1231,1231,boostcamp-sts-v1-train-1231,nsmc-sampled-s1-rtted,극적인 스릴러,거창하게 조잡한 어눌한 스릴러,0.6,0.0
686,1232,1232,boostcamp-sts-v1-train-1232,nsmc-sampled-s1-rtted,이렇게 디테일한 영화는 처음 봅니다.,이렇게 밑도끝도없이 어이없는영화는 처음.,1.0,0.0
687,1236,1236,boostcamp-sts-v1-train-1236,petition-sampled-s1-rtted,지하철역 확장,닥터헬기 응급환자 지원확대,0.0,0.0
688,1237,1237,boostcamp-sts-v1-train-1237,slack-sampled-s1-rtted,옳고 그름을 판단할 필요가 없습니다.,호칭과 태그를 위한 명칭을 구분해야 하지 않나 싶습니다.,0.0,0.0
689,1238,1238,boostcamp-sts-v1-train-1238,slack-sampled-s1-rtted,Moyamo에게 물어보는 것이 좋습니다!,유료앱이지만 강력하게 추천합니다!,0.2,0.0
690,1241,1241,boostcamp-sts-v1-train-1241,petition-sampled-s1-rtted,손흥민 군대 보내주세요,우리 손흥민 군면제 시켜주세요,1.2,0.0
691,1247,1247,boostcamp-sts-v1-train-1247,slack-sampled-s1-rtted,추가 승인이 필요한 경우 추가로 요청해주세요.,해당 부분은 피플팀과 논의가 필요할 것 같아 논의 후 안내드리도록 하겠습니다,0.0,0.0
692,1248,1248,boostcamp-sts-v1-train-1248,petition-sampled-s1-rtted,산의 힘은 강하다.,악플공해가 심각합니다.,0.0,0.0
693,1249,1249,boostcamp-sts-v1-train-1249,petition-sampled-s1-rtted,국민청원이 유실되더라도 국민만 안건에 동의하는 국민청원 제도를 열지 말아 달라는 요청이다.,거짓/과장 청원에 대한 처벌 법규제정으로 국민 분열을 줄여주세요.,0.6,0.0
694,1250,1250,boostcamp-sts-v1-train-1250,slack-sampled-s1-rtted,두 강의에서 공통적으로 다음과 같은 메시지를 전달하고자 합니다.,그럼에도 불구하고 글 안에 전하고픈 메시지가 있었으면 합니다.,1.2,0.0
695,1251,1251,boostcamp-sts-v1-train-1251,nsmc-sampled-s1-rtted,한마디로 이 영화는 D-3D 영상을 즐기려는 관객들을 조롱하는 아주 나쁜 영화다.,관객을 외면한 영화.,1.6,0.0
696,1252,1252,boostcamp-sts-v1-train-1252,petition-sampled-s1-rtted,일정 수 이상의 사용자를 이용하는 토론 사이트에서 본인 확인을 하시고 한 자리를 제외한 실명을 공개해 주시기 바랍니다.,청원방법을 공인인증서로 확실하게 1인1표로 바꿔주십시오.,0.0,0.0
